"file","line","component","control","label","handlers","category","flows","mode"
"src/components/commercial-workspace.tsx","1268","WorkCommercialPanel","form","<AppField id=""commercial-basis"" label=""Commercial basis"" required> <AppSelect name=""basis"" defaultValue=""""> <option value="""" disabled> Choose scope or decision </option> {options.map((option) => ( <option value={ option.basisType === ""commercial_decision"" ? `commercial_decision:${option.decisionId}` : `baseline_scope_i","onSubmit={link}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","1336","WorkCommercialPanel","button","Remove","onClick={() => unlink(link.id)}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-change-control.tsx","291","CommercialChangeControl","summary","Record a client request","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","292","CommercialChangeControl","form","<label> Request title <input name=""title"" required maxLength={240} /> </label> <label className=""field-wide""> Original language or concise description <textarea name=""requestText"" required maxLength={10_000} rows={4} /> </label> <label> Client/requester label (optional) <input name=""externalRequester"" maxLength={160} /","onSubmit={createRequest}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","295","CommercialChangeControl","input","""title""","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","299","CommercialChangeControl","textarea","""requestText""","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","303","CommercialChangeControl","input","""externalRequester""","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","307","CommercialChangeControl","input","""receivedAt""","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","316","CommercialChangeControl","button","Record request","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","377","CommercialChangeControl","Link","Previous requests","href={`?requestPage=${ledger.page.number - 1}`}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","385","CommercialChangeControl","Link","Next requests","href={`?requestPage=${ledger.page.number + 1}`}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","463","RequestCard","Link","Analyze scope change","href={`/app/${workspaceSlug}/projects/${projectKey}/ai?kind=scope_change_analysis&requestId=${request.id}`}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","561","DecisionLedger","summary","Prior decisions ( {priorDecisions.length} )","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","595","RequestLinkedWork","Link","{projectKey} - {work.number} · {work.title} ( {work.status.replaceAll(""_"", "" "")} )","href={`/app/${workspaceSlug}/projects/${projectKey}/work/${work.id}`}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","632","RequestStateActions","button","Mark open","onClick={() => updateState(request.id, ""open"")}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","639","RequestStateActions","button","Needs clarification","onClick={() => updateState(request.id, ""needs_clarification"")}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","646","RequestStateActions","button","Withdraw","onClick={() => updateState(request.id, ""withdrawn"")}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","656","RequestStateActions","button","Reopen request","onClick={() => updateState(request.id, ""open"")}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","687","RequestDecisionEditor","summary","{request.currentDecision ? ""Correct/supersede decision"" : ""Confirm decision""}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","692","RequestDecisionEditor","form","<label> Disposition <select name=""disposition"" defaultValue={request.currentDecision?.disposition ?? ""covered""} > <option value=""covered"">Covered</option> <option value=""absorbed"">Absorbed</option> <option value=""swap"">Scope swap</option> <option value=""paid_change"">Paid change</option> <option value=""deferred"">Deferre","onSubmit={(event) => confirmDecision(event, request)}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","699","RequestDecisionEditor","select","""disposition""","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","713","RequestDecisionEditor","select","""coverageBasis""","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","723","RequestDecisionEditor","textarea","""rationale""","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","737","RequestDecisionEditor","button","{buttonLabel}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","756","RequestImpactEditor","summary","Record a later impact assessment","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","757","RequestImpactEditor","form","<ImpactFields prefix=""followup"" /> <button type=""submit"" disabled={pending}> Record impact </button>","onSubmit={(event) => recordImpact(event, request)}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","762","RequestImpactEditor","button","Record impact","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","785","ScopeSelection","input","{name}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","807","EvidenceFields","select","{`${prefix}SourceId`}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","818","EvidenceFields","input","{`${prefix}StartOffset`}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","822","EvidenceFields","input","{`${prefix}EndOffset`}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","826","EvidenceFields","input","{`${prefix}AnchorLabel`}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","838","ImpactFields","select","{`${prefix}Confidence`}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","845","ImpactFields","input","{`${prefix}EffortHours`}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","854","ImpactFields","input","{`${prefix}ScheduleDeltaDays`}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","863","ImpactFields","input","{`${prefix}TargetDate`}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","867","ImpactFields","input","""1250.00""","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","875","ImpactFields","input","""USD""","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","879","ImpactFields","textarea","{`${prefix}ImpactNotes`}","","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/commercial-change-control.tsx","945","EvidenceList","a","""Open the immutable evidence source""","href={`/api/v1/workspaces/${workspaceId}/projects/${projectId}/commercial/sources/${anchor.sourceId}/download`}","Commercial","commercial_requests, commercial_decisions, commercial_impact, commercial_agreement","Business flow / supporting control"
"src/components/planning-workspace.tsx","557","MyWorkWorkspace","form","<input type=""search"" name=""query"" aria-label=""Search my work"" placeholder=""Search work or project"" defaultValue={filters.query || """"} maxLength={120} /> <select name=""projectKey"" aria-label=""Filter by project"" defaultValue={filters.projectKey || """"} > <option value="""">All projects</option> {filters.projectKey && !facet","","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","558","MyWorkWorkspace","input","""Search my work""","","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","566","MyWorkWorkspace","select","""Filter by project""","","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","584","MyWorkWorkspace","select","""Filter by status""","","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","596","MyWorkWorkspace","select","""Filter by priority""","","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","624","MyWorkWorkspace","button","Apply filters","","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","628","MyWorkWorkspace","Link","Clear","href={`/app/${workspaceSlug}/my-work`}","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","644","MyWorkWorkspace","Link","<span>{item.identifier}</span> <strong>{item.title}</strong>","href={`/app/${workspaceSlug}/projects/${item.projectKey}/work/${item.id}`}","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","660","MyWorkWorkspace","form","<label> <span>Status</span> <select name=""status"" defaultValue={item.status} disabled={item.status === ""canceled""} > {workflow.map(([value, label]) => ( <option value={value} key={value}> {label} </option> ))} </select> </label> <button type=""submit"" disabled={pending || item.status === ""canceled""} > Update </button>","action={(formData) => changeStatus(item, formData)}","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","666","MyWorkWorkspace","select","""status""","","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","678","MyWorkWorkspace","button","Update","","Delivery","assigned_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","721","PlanningFilters","form","{filters.pageSize !== 100 ? ( <input type=""hidden"" name=""pageSize"" value={filters.pageSize} /> ) : null} <input type=""search"" name=""query"" aria-label=""Search board"" placeholder=""Search work"" defaultValue={filters.query || """"} maxLength={120} /> <select name=""status"" aria-label=""Filter by status"" defaultValue={filters.s","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","723","PlanningFilters","input","""pageSize""","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","725","PlanningFilters","input","""Search board""","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","733","PlanningFilters","select","""Filter by status""","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","745","PlanningFilters","select","""Filter by assignee""","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","761","PlanningFilters","select","""Filter by priority""","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","771","PlanningFilters","select","""Filter by milestone""","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","789","PlanningFilters","select","""Filter by cycle""","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","805","PlanningFilters","select","""Filter by label""","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","821","PlanningFilters","button","Apply filters","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","999","FacetSelect","select","{`Filter by ${label}`}","","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","1030","PageNavigation","Link","Previous","href={previous}","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","1032","PageNavigation","Link","Next","href={next}","Delivery","assigned_work, delivery_work, delivery_cycles, work_dependencies","Business flow / supporting control"
"src/components/delivery-workspace.tsx","413","ClientDirectory","summary","New client","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","414","ClientDirectory","form","<label> <span>Client name</span> <input name=""name"" minLength={2} maxLength={120} required /> </label> <label> <span>Internal reference</span> <input name=""internalReference"" maxLength={80} /> </label> <label> <span>Summary</span> <textarea name=""summary"" maxLength={2000} rows={3} /> </label> <button type=""submit"" disa","action={create}","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","417","ClientDirectory","input","""name""","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","421","ClientDirectory","input","""internalReference""","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","425","ClientDirectory","textarea","""summary""","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","427","ClientDirectory","button","Create client","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","450","ClientDirectory","summary","Edit","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","451","ClientDirectory","form","<label> <span>Name</span> <input name=""name"" defaultValue={client.name} required /> </label> <label> <span>Internal reference</span> <input name=""internalReference"" defaultValue={client.internalReference || """"} /> </label> <label> <span>Summary</span> <textarea name=""summary"" rows={3} defaultValue={client.summary || """"","action={edit.bind(null, client)}","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","457","ClientDirectory","input","""name""","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","461","ClientDirectory","input","""internalReference""","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","468","ClientDirectory","textarea","""summary""","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","474","ClientDirectory","button","Save client","","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","480","ClientDirectory","button","{client.lifecycle === ""active"" ? ""Archive"" : ""Restore""}","onClick={() => setLifecycle(client)}","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","504","ClientDirectory","Link","Previous","href={`/app/${workspaceSlug}/clients?page=${pageInfo.page - 1}`}","Delivery","client_accounts","Business flow / supporting control"
"src/components/delivery-workspace.tsx","517","ClientDirectory","Link","Next","href={`/app/${workspaceSlug}/clients?page=${pageInfo.page + 1}`}","Delivery","client_accounts","Business flow / supporting control"
"src/components/planning-workspace.tsx","447","CyclesWorkspace","form","<select name=""lifecycle"" aria-label=""Filter cycles"" defaultValue={lifecycle || """"} > <option value="""">Open cycles</option> {cycleLifecycles.map((value) => ( <option value={value} key={value}> {value} </option> ))} </select> <button type=""submit"" className=""button-secondary""> Apply </button> {lifecycle ? <Link href=""?"">","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","448","CyclesWorkspace","select","""Filter cycles""","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","460","CyclesWorkspace","button","Apply","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","463","CyclesWorkspace","Link","Clear","href=""?""","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","466","CyclesWorkspace","summary","New cycle","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","474","CyclesWorkspace","form","<CycleFields cycle={cycle} /> <label> <span>Lifecycle</span> <select name=""lifecycle"" defaultValue={cycle.lifecycle}> {cycleLifecycles.map((value) => ( <option value={value} key={value}> {value} </option> ))} </select> </label> <button type=""submit"" disabled={pending}> Save cycle </button>","action={(formData) => update(cycle, formData)}","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","481","CyclesWorkspace","select","""lifecycle""","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","489","CyclesWorkspace","button","Save cycle","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","932","CycleForm","form","<CycleFields /> <button type=""submit"" disabled={pending}> Create cycle </button>","action={action}","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","934","CycleForm","button","Create cycle","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","946","CycleFields","input","""name""","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","957","CycleFields","input","""startDate""","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","966","CycleFields","input","""endDate""","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","976","CycleFields","textarea","""goal""","","Delivery","delivery_cycles","Business flow / supporting control"
"src/components/planning-workspace.tsx","879","WorkEditor","dialog","<header> <div> <span className=""work-identifier"">{item.identifier}</span> <h2 id=""planning-editor-title"">Edit work item</h2> </div> <button type=""button"" ref={closeRef} className=""button-secondary"" onClick={close} > Close </button> </header> {children}","onKeyDown={(event) => { if (event.key !== ""Tab"") return; const focusable = Array.from( event.currentTarget.querySelectorAll<HTMLElement>( ""a[href], button:not([disabled]), input:not([disabled]), select:not([disabled]), textarea:not([disabled]), [tabindex]:not([tabindex='-1'])"", ), ); const first = focusable.at(0); cons","Delivery","delivery_work","Business flow / supporting control"
"src/components/planning-workspace.tsx","910","WorkEditor","button","Close","onClick={close}","Delivery","delivery_work","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1526","BacklogWorkspace","form","{filters.pageSize !== 50 ? ( <input type=""hidden"" name=""pageSize"" value={filters.pageSize} /> ) : null} <input name=""query"" type=""search"" aria-label=""Search work items"" placeholder=""Search work"" defaultValue={filters.query || """"} maxLength={120} /> <select name=""status"" aria-label=""Filter by status"" defaultValue={filte","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1528","BacklogWorkspace","input","""pageSize""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1530","BacklogWorkspace","input","""Search work items""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1538","BacklogWorkspace","select","""Filter by status""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1550","BacklogWorkspace","select","""Filter by assignee""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1570","BacklogWorkspace","select","""Filter by priority""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1580","BacklogWorkspace","select","""Filter by milestone""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1598","BacklogWorkspace","select","""Filter by cycle""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1614","BacklogWorkspace","select","""Filter by label""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1630","BacklogWorkspace","button","Apply filters","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1634","BacklogWorkspace","Link","Clear","href={`/app/${workspaceSlug}/projects/${project.key}/backlog`}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1642","BacklogWorkspace","summary","New work item","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1664","BacklogWorkspace","button","<span className=""work-identifier"">{item.identifier}</span> <strong>{item.title}</strong> {item.parentId ? <small>Subtask</small> : null}","onClick={() => setSelected(item)}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1695","BacklogWorkspace","button","""Move up""","onClick={() => reorder(item, ""up"")}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1702","BacklogWorkspace","button","""Move down""","onClick={() => reorder(item, ""down"")}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1722","BacklogWorkspace","Link","Previous","href={backlogPageHref(filters, pageInfo.page - 1)}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1730","BacklogWorkspace","Link","Next","href={backlogPageHref(filters, pageInfo.page + 1)}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1736","BacklogWorkspace","summary","Manage labels","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1737","BacklogWorkspace","form","<label> <span>Label name</span> <input name=""name"" required maxLength={40} /> </label> <label> <span>Color</span> <select name=""color""> {[""slate"", ""blue"", ""green"", ""amber"", ""red"", ""violet""].map( (color) => ( <option key={color}>{color}</option> ), )} </select> </label> <button type=""submit"" disabled={pending}> Create l","action={createLabel}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1740","BacklogWorkspace","input","""name""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1744","BacklogWorkspace","select","""color""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1752","BacklogWorkspace","button","Create label","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1769","BacklogWorkspace","button","Close","onClick={() => setSelected(null)}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1789","BacklogWorkspace","Link","Open discussion and activity","href={`/app/${workspaceSlug}/projects/${project.key}/work/${selected.id}`}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1811","BacklogWorkspace","button","Remove","onClick={() => removeBlock(dependency)}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1820","BacklogWorkspace","form","<label> <span>This item blocks</span> <select name=""blockedWorkItemId"" required> {items .filter((item) => item.id !== selected.id) .map((item) => ( <option value={item.id} key={item.id}> {item.identifier} · {item.title} </option> ))} </select> </label> <button type=""submit"" disabled={pending || items.length < 2}> Add d","action={addBlock}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1823","BacklogWorkspace","select","""blockedWorkItemId""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1833","BacklogWorkspace","button","Add dependency","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1838","BacklogWorkspace","button","Archive work item","onClick={() => archive(selected)}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1872","WorkItemForm","form","<AppField id={item ? `work-title-${item.id}` : ""work-title-new""} label=""Title"" required className=""form-span"" > <AppInput name=""title"" defaultValue={item?.title} maxLength={240} /> </AppField> <AppField id={item ? `work-status-${item.id}` : ""work-status-new""} label=""Status"" > <AppSelect name=""status"" defaultValue={item","action={action}","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1909","WorkItemForm","select","""assigneeUserId""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1926","WorkItemForm","select","""milestoneId""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1944","WorkItemForm","select","""cycleId""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1995","WorkItemForm","select","""parentId""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/delivery-workspace.tsx","2013","WorkItemForm","input","""labelIds""","","Delivery","delivery_work, project_labels","Business flow / supporting control"
"src/components/planning-workspace.tsx","198","BoardWorkspace","summary","New work item","","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","225","BoardWorkspace","button","<span>{item.identifier}</span> <strong>{item.title}</strong>","onClick={(event) => { openerRef.current = event.currentTarget; setSelected(item); }}","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","245","BoardWorkspace","form","<label> <span>Cycle</span> <select name=""cycleId"" defaultValue={item.cycleId || """"} > <option value="""">Backlog / none</option> {item.cycleId && !cycles.some((cycle) => cycle.id === item.cycleId) ? ( <option value={item.cycleId}> {item.cycleName || ""Historical cycle""}{"" ""} (historical) </option> ) : null} {cycles .filte","action={(formData) => patch( item, { cycleId: nullable(formData.get(""cycleId"")) }, ""Cycle plan updated."", ) }","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","257","BoardWorkspace","select","""cycleId""","","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","283","BoardWorkspace","button","Plan","","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","292","BoardWorkspace","button","← {previous[1]}","onClick={() => patch( item, { status: previous[0] }, `Moved to ${previous[1]}.`, ) }","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","307","BoardWorkspace","button","{next[1]} →","onClick={() => patch( item, { status: next[0] }, `Moved to ${next[1]}.`, ) }","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","327","BoardWorkspace","button","""Move up""","onClick={() => reorder(item, ""up"")}","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","335","BoardWorkspace","button","""Move down""","onClick={() => reorder(item, ""down"")}","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/planning-workspace.tsx","363","BoardWorkspace","Link","Open discussion and activity","href={`/app/${workspaceSlug}/projects/${project.key}/work/${selected.id}`}","Delivery","delivery_work, work_dependencies","Business flow / supporting control"
"src/components/delivery-workspace.tsx","607","ProjectDirectory","summary","New project","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","609","ProjectDirectory","form","<label> <span>Client</span> <select name=""clientId"" required> {activeClients.map((client) => ( <option key={client.id} value={client.id}> {client.name} </option> ))} </select> </label> <label> <span>Project key</span> <input name=""key"" pattern=""[A-Za-z][A-Za-z0-9]{1,9}"" placeholder=""NORTH"" required /> </label> <label c","action={create}","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","612","ProjectDirectory","select","""clientId""","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","622","ProjectDirectory","input","""NORTH""","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","631","ProjectDirectory","input","""name""","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","633","ProjectDirectory","WorkspaceMemberPicker","""Lead""","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","642","ProjectDirectory","input","""targetDate""","","Delivery","project_lifecycle","Business flow / supporting control"
